orispl,unit,from_datetime,to_datetime,gload_max,gload_p90,gload_min,from_datetime_fitting,to_datetime_fitting,data_url,fitting_param_x,fitting_param_intercept,r2_score
55279,AGS05,2001-05-01 06:00:00-05:00,2023-11-14 02:00:00-06:00,54.0,49.0,0.0,2020-01-02 09:00:00-06:00,2023-11-14 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55279_AGS05.parquet,9.125053745465701,0.0,0.8639344223603905
55279,AGS06,2001-04-27 10:00:00-05:00,2023-11-14 02:00:00-06:00,52.0,48.0,0.0,2020-01-02 09:00:00-06:00,2023-11-14 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55279_AGS06.parquet,9.17952857265404,0.0,0.8728583375355294
55279,AGS07,2001-04-30 10:00:00-05:00,2023-11-14 03:00:00-06:00,52.0,48.0,0.0,2020-01-02 09:00:00-06:00,2023-11-14 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55279_AGS07.parquet,9.140918504008075,0.0,0.8629281761514619
55279,AGS08,2001-05-09 08:00:00-05:00,2023-11-14 02:00:00-06:00,53.0,48.0,0.0,2020-01-02 09:00:00-06:00,2023-11-14 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55279_AGS08.parquet,9.298351440295605,0.0,0.8670664875054912
55279,AGS09,2001-05-18 13:00:00-05:00,2023-11-14 02:00:00-06:00,52.0,48.0,0.0,2020-01-02 09:00:00-06:00,2023-11-14 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55279_AGS09.parquet,9.304640069156315,0.0,0.8594426488529149
55279,AGS10,2001-05-30 10:00:00-05:00,2023-11-14 02:00:00-06:00,53.0,48.0,0.0,2020-01-02 09:00:00-06:00,2023-11-14 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55279_AGS10.parquet,9.376398347113192,0.0,0.8684438574047146
55297,001,2003-08-15 02:00:00-05:00,2023-12-31 17:00:00-06:00,526.0,369.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55297_001.parquet,4.216548187274534,1011.3842287853424,0.5044792654806829
55297,002,2003-08-29 07:00:00-05:00,2023-12-31 17:00:00-06:00,431.0,370.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55297_002.parquet,4.030705066797641,1002.7971591739902,0.480047780676511
55297,003,2003-10-01 03:00:00-05:00,2023-12-30 06:00:00-06:00,425.0,372.0,0.0,2020-01-01 00:00:00-06:00,2023-12-30 06:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55297_003.parquet,4.685609220223336,796.5800457488095,0.5069109904183942
55308,C,2003-04-30 19:00:00-05:00,2023-09-30 18:00:00-05:00,31.0,27.0,0.0,2020-04-30 19:00:00-05:00,2023-09-30 18:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55308_C.parquet,7.86480768754033,72.08477669494818,0.958802540438931
55334,CTG1,2002-07-13 09:00:00-05:00,2023-12-31 17:00:00-06:00,349.0,262.0,0.0,2020-01-01 21:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55334_CTG1.parquet,6.151544647837911,213.09094527039446,0.9159199615252323
55334,CTG2,2002-07-05 16:00:00-05:00,2023-12-31 17:00:00-06:00,344.0,256.0,0.0,2020-01-01 21:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55334_CTG2.parquet,6.06273310928939,222.4164619642337,0.9088904354446604
55340,1,2007-09-25 05:00:00-05:00,2023-12-31 17:00:00-06:00,422.0,289.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55340_1.parquet,6.214863034840702,290.88380836775923,0.573301988165378
55340,2,2007-09-22 03:00:00-05:00,2023-12-31 17:00:00-06:00,420.0,288.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55340_2.parquet,6.331927311762523,286.5463363106838,0.5418730703317947
55364,CT11,2002-06-18 15:00:00-05:00,2023-09-29 16:00:00-05:00,344.0,266.0,0.0,2020-01-01 00:00:00-06:00,2023-09-29 16:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55364_CT11.parquet,6.092971878300703,226.897546703669,0.8372054538307048
55364,CT12,2002-06-21 12:00:00-05:00,2023-12-29 10:00:00-06:00,345.0,265.0,0.0,2020-01-01 00:00:00-06:00,2023-12-29 10:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55364_CT12.parquet,6.06948765410611,228.2085582025555,0.8105238542971667
55380,CTG-1,2003-02-26 09:00:00-06:00,2023-12-31 17:00:00-06:00,318.0,265.0,0.0,2020-01-05 17:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-1.parquet,6.474847539692547,159.62511535927686,0.9632738684276606
55380,CTG-2,2003-02-26 15:00:00-06:00,2023-12-31 17:00:00-06:00,321.0,265.0,0.0,2020-01-05 15:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-2.parquet,6.762517268153164,99.56559752321868,0.9668551698709253
55380,CTG-3,2003-04-11 14:00:00-05:00,2023-12-31 17:00:00-06:00,316.0,258.0,0.0,2020-01-06 16:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-3.parquet,6.718537703541734,109.85845588348596,0.9665521012113647
55380,CTG-4,2003-04-14 03:00:00-05:00,2023-12-31 17:00:00-06:00,321.0,259.0,0.0,2020-01-06 17:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-4.parquet,6.7258385543038965,103.19789723692426,0.9669809233529061
55380,CTG-5,2003-05-14 07:00:00-05:00,2023-12-31 17:00:00-06:00,309.0,260.0,0.0,2020-01-06 16:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-5.parquet,6.453231653248281,145.90239750740082,0.9524187300639004
55380,CTG-6,2003-05-14 08:00:00-05:00,2023-12-31 17:00:00-06:00,306.0,260.0,0.0,2020-01-06 15:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-6.parquet,6.523569187844522,128.77876432827014,0.9716890274318287
55380,CTG-7,2003-06-08 06:00:00-05:00,2023-12-31 17:00:00-06:00,326.0,260.0,0.0,2020-01-07 16:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-7.parquet,6.596093657055686,106.97042654515714,0.9662416603650436
55380,CTG-8,2003-05-29 12:00:00-05:00,2023-12-31 17:00:00-06:00,329.0,262.0,0.0,2020-01-07 16:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55380_CTG-8.parquet,6.683548855779526,91.23337676229379,0.9675897406561059
55391,CT-1,2001-05-21 03:00:00-05:00,2023-12-09 11:00:00-06:00,188.0,163.0,0.0,2020-01-27 22:00:00-06:00,2023-12-09 11:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55391_CT-1.parquet,9.177333540756608,321.6647566579352,0.7898174804094037
55391,CT-2,2001-05-14 13:00:00-05:00,2023-11-28 02:00:00-06:00,189.0,161.0,0.0,2020-01-19 22:00:00-06:00,2023-11-28 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55391_CT-2.parquet,8.82086098345012,359.9418743664049,0.7785333478532701
55391,CT-3,2001-05-18 08:00:00-05:00,2023-11-20 03:00:00-06:00,192.0,162.0,0.0,2020-01-15 10:00:00-06:00,2023-11-20 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55391_CT-3.parquet,9.218978371985866,314.87541623677316,0.7966207029378263
55392,CT-1,2002-07-01 01:00:00-05:00,2023-12-31 07:00:00-06:00,198.0,172.0,0.0,2020-01-01 08:00:00-06:00,2023-12-21 04:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55392_CT-1.parquet,10.525441842018964,0.0,0.8541342976892482
55392,CT-2,2002-07-01 03:00:00-05:00,2023-12-21 14:00:00-06:00,191.0,169.0,0.0,2020-01-01 22:00:00-06:00,2023-12-21 14:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55392_CT-2.parquet,10.687199804122326,0.0,0.8465074190023022
55392,CT-3,2003-05-19 06:00:00-05:00,2023-12-21 03:00:00-06:00,192.0,168.0,0.0,2020-01-02 09:00:00-06:00,2023-12-21 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55392_CT-3.parquet,11.007328961137436,0.0,0.8515474946999688
55395,CT01,2002-09-18 08:00:00-05:00,2023-12-01 08:00:00-06:00,95.0,76.0,0.0,2020-01-01 00:00:00-06:00,2023-12-01 08:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55395_CT01.parquet,10.500625198580607,136.53228438110182,0.845503081069033
55395,CT02,2002-10-17 10:00:00-05:00,2023-11-27 18:00:00-06:00,92.0,76.0,0.0,2020-01-01 00:00:00-06:00,2023-11-27 18:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55395_CT02.parquet,12.3367679413253,5.260092983829884,0.877577091205225
55395,CT03,2002-10-19 08:00:00-05:00,2023-12-01 08:00:00-06:00,101.0,77.0,0.0,2020-01-08 17:00:00-06:00,2023-12-01 08:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55395_CT03.parquet,11.782672362648377,33.12762196076377,0.848083665147501
55395,CT04,2002-08-20 10:00:00-05:00,2023-11-27 18:00:00-06:00,95.0,76.0,0.0,2020-01-08 17:00:00-06:00,2023-11-27 18:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55395_CT04.parquet,12.352891585391422,3.0327069183430417,0.9089358302176024
55402,CT1,2002-06-06 09:00:00-05:00,2023-11-30 09:00:00-06:00,209.0,174.0,0.0,2020-01-19 17:00:00-06:00,2023-11-30 09:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55402_CT1.parquet,9.245392220153343,249.30961682350093,0.8255968311183082
55402,CT2,2002-06-27 10:00:00-05:00,2023-10-25 19:00:00-05:00,209.0,173.0,0.0,2020-01-19 17:00:00-06:00,2023-10-25 19:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55402_CT2.parquet,9.37181092045704,249.65153586744682,0.8084506283309233
55402,CT3,2003-05-16 04:00:00-05:00,2023-12-15 19:00:00-06:00,209.0,174.0,0.0,2020-01-19 18:00:00-06:00,2023-12-15 19:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55402_CT3.parquet,8.986084360004826,297.59871708334316,0.8315060803648312
55402,CT4,2002-06-10 13:00:00-05:00,2023-12-29 08:00:00-06:00,208.0,173.0,0.0,2020-01-19 17:00:00-06:00,2023-12-29 08:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55402_CT4.parquet,9.010514419186158,277.07493999917216,0.8466952947495345
55404,COG01,2003-06-23 03:00:00-05:00,2023-12-31 17:00:00-06:00,334.0,247.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55404_COG01.parquet,7.53785047874798,0.0,0.8462086300360234
55404,COG02,2003-07-11 09:00:00-05:00,2023-12-28 06:00:00-06:00,337.0,265.0,0.0,2020-01-01 00:00:00-06:00,2023-12-28 06:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55404_COG02.parquet,7.598540687063851,0.0,0.8364870391195767
55418,CT-1,2002-06-16 07:00:00-05:00,2023-11-29 04:00:00-06:00,339.0,286.0,0.0,2020-01-19 16:00:00-06:00,2023-11-29 04:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55418_CT-1.parquet,6.780650162989029,79.57231457932694,0.9139471849548861
55418,CT-2,2002-06-16 16:00:00-05:00,2023-11-29 04:00:00-06:00,349.0,288.0,0.0,2020-01-19 17:00:00-06:00,2023-11-29 04:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55418_CT-2.parquet,6.913581449348464,48.96384021338396,0.9169362612216295
55419,500,2004-01-19 14:00:00-06:00,2023-12-31 17:00:00-06:00,420.0,349.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55419_500.parquet,4.027588816926177,437.37320632441725,0.43412300443575547
55419,600,2004-02-07 01:00:00-06:00,2023-12-31 17:00:00-06:00,423.0,349.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55419_600.parquet,4.554746610475757,282.49892270108296,0.6360319487249367
55419,700,2004-02-02 01:00:00-06:00,2023-12-31 17:00:00-06:00,426.0,350.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55419_700.parquet,3.616961653579379,646.8658623527645,0.6217482216719482
55419,800,2004-01-31 01:00:00-06:00,2023-12-31 17:00:00-06:00,422.0,345.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55419_800.parquet,4.2810452933201715,391.24538007452196,0.6511437781624547
55433,CTG-1,2002-09-30 04:00:00-05:00,2023-12-29 02:00:00-06:00,94.0,74.0,0.0,2020-02-07 01:00:00-06:00,2023-12-29 02:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55433_CTG-1.parquet,12.131512131120205,0.0,0.916882935566929
55433,CTG-2,2002-09-30 06:00:00-05:00,2023-10-27 11:00:00-05:00,94.0,75.0,0.0,2020-02-21 00:00:00-06:00,2023-10-27 11:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55433_CTG-2.parquet,12.212282725325913,0.0,0.866986804230086
55433,CTG-3,2002-09-23 08:00:00-05:00,2023-10-21 13:00:00-05:00,94.0,74.0,0.0,2020-02-21 00:00:00-06:00,2023-10-21 13:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55433_CTG-3.parquet,12.291178288850997,0.0,0.8933241946276429
55433,CTG-4,2002-10-07 09:00:00-05:00,2023-10-27 11:00:00-05:00,94.0,75.0,0.0,2020-02-21 00:00:00-06:00,2023-10-27 11:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55433_CTG-4.parquet,12.685301394110315,0.0,0.8966211788295226
55438,CT01,2002-12-19 05:00:00-06:00,2023-10-23 14:00:00-05:00,131.0,118.0,0.0,2020-01-29 20:00:00-06:00,2023-10-23 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55438_CT01.parquet,11.310663067816977,10.134223348920031,0.9082156855964603
55438,CT02,2003-05-05 04:00:00-05:00,2023-11-14 16:00:00-06:00,132.0,117.0,0.0,2020-01-15 09:00:00-06:00,2023-11-14 16:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55438_CT02.parquet,11.32834726431367,0.0,0.9189318875467575
55438,CT03,2003-05-06 04:00:00-05:00,2023-10-23 14:00:00-05:00,129.0,115.0,0.0,2020-01-30 05:00:00-06:00,2023-10-23 14:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55438_CT03.parquet,11.533935722512119,8.042844179493107,0.908568283044061
55438,CT04,2003-06-17 17:00:00-05:00,2023-09-26 15:00:00-05:00,130.0,117.0,0.0,2020-02-01 07:00:00-06:00,2023-09-26 15:00:00-05:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55438_CT04.parquet,11.383406693186517,0.0,0.9066432350878623
55447,CT01,2001-10-05 06:00:00-05:00,2023-12-19 03:00:00-06:00,48.0,38.0,0.0,2020-04-24 12:00:00-05:00,2023-12-19 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55447_CT01.parquet,12.021994976735819,0.0,0.8624338610285122
55447,CT02,2001-09-24 06:00:00-05:00,2023-12-19 03:00:00-06:00,48.0,38.0,0.0,2020-04-21 23:00:00-05:00,2023-12-19 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55447_CT02.parquet,12.1838947076257,0.0,0.8843135851633983
55447,CT03,2001-09-04 09:00:00-05:00,2023-12-19 03:00:00-06:00,48.0,38.0,0.0,2020-04-22 00:00:00-05:00,2023-12-19 03:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55447_CT03.parquet,11.914653510359683,0.0,0.9068600604257884
55451,CTG-1,2003-03-16 17:00:00-06:00,2023-12-31 17:00:00-06:00,364.0,320.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55451_CTG-1.parquet,7.318179700878098,0.0,0.9495553585056263
55451,CTG-2,2003-03-31 18:00:00-06:00,2023-12-31 17:00:00-06:00,358.0,313.0,0.0,2020-01-13 07:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55451_CTG-2.parquet,7.3120223192567835,0.0,0.9527089848090502
55451,CTG-3,2003-06-05 09:00:00-05:00,2023-12-31 17:00:00-06:00,356.0,310.0,0.0,2020-01-01 00:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55451_CTG-3.parquet,7.2528407736592175,32.661812324755545,0.7181276263248653
55460,EUCT1,2022-06-22 14:00:00-05:00,2023-12-31 17:00:00-06:00,566.0,546.0,0.0,2022-06-22 14:00:00-05:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55460_EUCT1.parquet,5.483820051451289,494.981228016377,0.9194938436597563
55460,EUCT2,2022-06-21 20:00:00-05:00,2023-12-31 17:00:00-06:00,570.0,553.0,0.0,2022-06-21 20:00:00-05:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55460_EUCT2.parquet,5.9240702487797465,286.4512069598232,0.897382931812591
55467,CTGEN1,2002-07-16 06:00:00-05:00,2023-12-31 17:00:00-06:00,303.0,268.0,0.0,2020-01-19 13:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55467_CTGEN1.parquet,6.266110897405624,286.42184164973844,0.9456307561278955
55467,CTGEN2,2002-06-30 22:00:00-05:00,2023-12-31 17:00:00-06:00,301.0,264.0,0.0,2020-01-19 14:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55467_CTGEN2.parquet,6.563107259627313,233.06066044764518,0.9453695478515097
55467,CTGEN3,2002-07-31 23:00:00-05:00,2023-12-31 17:00:00-06:00,297.0,252.0,0.0,2020-01-19 13:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55467_CTGEN3.parquet,6.576110523861809,230.27759234843018,0.8518723974111289
55478,CT1,2002-05-23 09:00:00-05:00,2023-12-31 17:00:00-06:00,44.0,40.0,0.0,2020-01-07 06:00:00-06:00,2023-12-31 17:00:00-06:00,gs://marginalunit-economic-modeling/physical_property/MISO/2024-04-11-AR_IL_IN_IA_KY_LA_MI_MN_MS_MO_MT_ND_SD_WI/heat_input_curve_timeseries/55478_CT1.parquet,9.075067297980898,22.37678610839271,0.7668964135927056
